Date,ArrivalTimeInMS1
2022-11-23 14:21:44.407,1669209704407
2022-11-23 14:21:44.542,1669209704542
2022-11-23 14:21:44.543,1669209704543
2022-11-23 14:21:44.581,1669209704581
2022-11-23 14:21:44.656,1669209704656
2022-11-23 14:21:44.656,1669209704656
2022-11-23 14:21:44.781,1669209704781
2022-11-23 14:21:44.894,1669209704894
2022-11-23 14:21:45.058,1669209705058
2022-11-23 14:21:45.061,1669209705061
2022-11-23 14:21:45.207,1669209705207
2022-11-23 14:21:45.211,1669209705211
2022-11-23 14:21:45.314,1669209705314
2022-11-23 14:21:45.318,1669209705318
2022-11-23 14:21:45.427,1669209705427
2022-11-23 14:21:45.485,1669209705485
2022-11-23 14:21:45.592,1669209705592
2022-11-23 14:21:46.096,1669209706096
2022-11-23 17:31:57.792,1669221117792
2022-11-23 17:31:58.177,1669221118177
2022-11-23 17:31:58.181,1669221118181
2022-11-23 17:31:58.181,1669221118181
2022-11-23 17:31:58.181,1669221118181
2022-11-23 17:31:58.182,1669221118182
2022-11-23 17:31:58.182,1669221118182
2022-11-23 17:31:58.182,1669221118182
2022-11-23 17:31:58.182,1669221118182
2022-11-23 17:31:58.182,1669221118182
2022-11-23 17:31:58.182,1669221118182
2022-11-23 17:31:58.182,1669221118182
2022-11-23 17:31:58.187,1669221118187
2022-11-23 17:31:58.187,1669221118187
2022-11-23 17:31:58.187,1669221118187
2022-11-23 17:31:58.187,1669221118187
2022-11-23 17:31:58.187,1669221118187
2022-11-23 17:31:58.188,1669221118188
2022-11-23 17:31:58.188,1669221118188
2022-11-23 17:31:58.192,1669221118192
2022-11-23 17:31:58.193,1669221118193
2022-11-23 17:31:58.198,1669221118198
2022-11-23 17:31:58.258,1669221118258
2022-11-23 17:31:58.258,1669221118258
2022-11-23 17:31:58.259,1669221118259
2022-11-23 17:31:58.259,1669221118259
2022-11-23 17:31:58.293,1669221118293
2022-11-23 17:31:58.294,1669221118294
2022-11-23 17:31:58.294,1669221118294
2022-11-23 17:31:58.294,1669221118294
2022-11-23 17:31:58.299,1669221118299
2022-11-23 17:31:58.597,1669221118597
2022-11-23 17:31:58.598,1669221118598
2022-11-23 17:31:58.598,1669221118598
2022-11-23 17:31:58.598,1669221118598
2022-11-23 17:31:58.603,1669221118603
2022-11-23 17:31:58.864,1669221118864
2022-11-23 17:31:58.865,1669221118865
2022-11-23 17:31:58.865,1669221118865
2022-11-23 17:31:58.865,1669221118865
2022-11-23 17:31:59.107,1669221119107
2022-11-23 17:31:59.107,1669221119107
2022-11-23 17:31:59.108,1669221119108
2022-11-23 17:31:59.113,1669221119113
2022-11-23 17:31:59.113,1669221119113
2022-11-23 17:31:59.19,1669221119190
2022-11-23 17:31:59.19,1669221119190
2022-11-23 17:31:59.383,1669221119383
2022-11-23 17:31:59.386,1669221119386
2022-11-23 17:31:59.401,1669221119401
2022-11-23 17:31:59.401,1669221119401
2022-11-23 17:31:59.405,1669221119405
2022-11-23 17:31:59.639,1669221119639
2022-11-23 17:31:59.64,1669221119640
2022-11-23 17:31:59.701,1669221119701
2022-11-23 17:31:59.91,1669221119910
2022-11-23 17:31:59.91,1669221119910
2022-11-23 17:31:59.916,1669221119916
2022-11-23 17:32:00.096,1669221120096
2022-11-23 17:32:00.096,1669221120096
2022-11-23 17:32:00.312,1669221120312
2022-11-23 17:32:00.313,1669221120313
2022-11-23 17:32:00.323,1669221120323
2022-11-23 17:32:00.327,1669221120327
2022-11-23 17:32:00.507,1669221120507
2022-11-23 17:32:00.512,1669221120512
2022-11-23 17:32:00.518,1669221120518
2022-11-23 17:32:00.714,1669221120714
2022-11-23 17:32:00.718,1669221120718
2022-11-23 17:32:00.777,1669221120777
2022-11-23 17:32:00.982,1669221120982
2022-11-23 17:32:00.983,1669221120983
2022-11-23 17:32:00.991,1669221120991
2022-11-23 17:32:01.048,1669221121048
2022-11-23 17:32:01.207,1669221121207
2022-11-23 17:32:01.21,1669221121210
2022-11-23 17:32:01.221,1669221121221
2022-11-23 17:32:01.484,1669221121484
2022-11-23 17:32:01.49,1669221121490
2022-11-23 17:32:01.495,1669221121495
2022-11-23 17:32:01.64,1669221121640
2022-11-23 17:32:01.641,1669221121641
2022-11-23 17:32:01.646,1669221121646
2022-11-23 17:32:01.827,1669221121827
2022-11-23 17:32:01.83,1669221121830
2022-11-23 17:32:02.029,1669221122029
2022-11-23 17:32:02.029,1669221122029
2022-11-23 17:32:02.029,1669221122029
2022-11-23 17:32:02.214,1669221122214
2022-11-23 17:32:02.214,1669221122214
2022-11-23 17:32:02.342,1669221122342
2022-11-23 17:32:02.342,1669221122342
2022-11-23 17:32:02.403,1669221122403
2022-11-23 17:32:02.532,1669221122532
2022-11-23 17:32:02.533,1669221122533
2022-11-23 17:32:02.565,1669221122565
2022-11-23 17:32:02.72,1669221122720
2022-11-23 17:32:02.723,1669221122723
2022-11-23 17:32:02.911,1669221122911
2022-11-23 17:32:02.911,1669221122911
2022-11-23 17:32:02.914,1669221122914
2022-11-23 17:32:02.974,1669221122974
2022-11-23 17:32:03.197,1669221123197
2022-11-23 17:32:03.203,1669221123203
2022-11-23 17:32:03.207,1669221123207
2022-11-23 17:32:03.358,1669221123358
2022-11-23 17:32:03.363,1669221123363
2022-11-23 17:32:03.363,1669221123363
2022-11-23 17:32:03.368,1669221123368
2022-11-23 17:32:03.524,1669221123524
2022-11-23 17:32:03.524,1669221123524
2022-11-23 17:32:03.676,1669221123676
2022-11-23 17:32:03.729,1669221123729
2022-11-23 17:32:03.847,1669221123847
2022-11-23 17:32:03.854,1669221123854
2022-11-23 17:32:04.0,1669221124000
2022-11-23 17:32:04.059,1669221124059
2022-11-23 17:32:04.197,1669221124197
2022-11-23 17:32:04.2,1669221124200
2022-11-23 17:32:04.333,1669221124333
2022-11-23 17:32:04.481,1669221124481
2022-11-23 17:32:04.484,1669221124484
2022-11-23 17:32:04.641,1669221124641
2022-11-23 17:32:04.646,1669221124646
2022-11-23 17:32:04.724,1669221124724
2022-11-23 17:32:04.9,1669221124900
2022-11-23 17:32:04.903,1669221124903
2022-11-23 17:32:04.909,1669221124909
2022-11-23 17:32:05.079,1669221125079
2022-11-23 17:32:05.08,1669221125080
2022-11-23 17:32:05.134,1669221125134
2022-11-23 17:32:05.173,1669221125173
2022-11-23 17:32:05.278,1669221125278
2022-11-23 17:32:05.282,1669221125282
2022-11-23 17:32:05.422,1669221125422
2022-11-23 17:32:05.584,1669221125584
2022-11-23 17:32:05.587,1669221125587
2022-11-23 17:32:05.643,1669221125643
2022-11-23 17:32:05.774,1669221125774
2022-11-23 17:32:05.779,1669221125779
2022-11-23 17:32:05.919,1669221125919
2022-11-23 17:32:06.046,1669221126046
2022-11-23 17:32:06.046,1669221126046
2022-11-23 17:32:06.116,1669221126116
2022-11-23 17:32:06.256,1669221126256
2022-11-23 17:32:06.257,1669221126257
2022-11-23 17:32:06.257,1669221126257
2022-11-23 17:32:06.26,1669221126260
2022-11-23 17:32:06.383,1669221126383
2022-11-23 17:32:06.557,1669221126557
2022-11-23 17:32:06.561,1669221126561
2022-11-23 17:32:06.73,1669221126730
2022-11-23 17:32:06.73,1669221126730
2022-11-23 17:32:06.802,1669221126802
2022-11-23 17:32:06.925,1669221126925
2022-11-23 17:32:06.925,1669221126925
2022-11-23 17:32:06.953,1669221126953
2022-11-23 17:32:07.078,1669221127078
2022-11-23 17:32:07.195,1669221127195
2022-11-23 17:32:07.195,1669221127195
2022-11-23 17:32:07.326,1669221127326
2022-11-23 17:32:07.329,1669221127329
2022-11-23 17:32:07.444,1669221127444
2022-11-23 17:32:07.574,1669221127574
2022-11-23 17:32:07.574,1669221127574
2022-11-23 17:32:07.577,1669221127577
2022-11-23 17:32:07.705,1669221127705
2022-11-23 17:32:07.815,1669221127815
2022-11-23 17:32:07.938,1669221127938
2022-11-23 17:32:07.992,1669221127992
2022-11-23 17:32:08.097,1669221128097
2022-11-23 17:32:08.104,1669221128104
2022-11-23 17:32:08.156,1669221128156
2022-11-23 17:32:08.303,1669221128303
2022-11-23 17:32:08.309,1669221128309
2022-11-23 17:32:08.36,1669221128360
2022-11-23 17:32:08.481,1669221128481
2022-11-23 17:32:08.486,1669221128486
2022-11-23 17:32:08.539,1669221128539
2022-11-23 17:32:08.65,1669221128650
2022-11-23 17:32:08.659,1669221128659
2022-11-23 17:32:08.768,1669221128768
2022-11-23 17:32:08.776,1669221128776
2022-11-23 17:32:08.883,1669221128883
2022-11-23 17:32:08.917,1669221128917
2022-11-23 17:32:08.994,1669221128994
2022-11-23 17:32:08.995,1669221128995
2022-11-23 17:32:09.109,1669221129109
2022-11-23 17:32:09.239,1669221129239
2022-11-23 17:32:09.396,1669221129396
2022-11-23 17:32:09.41,1669221129410
2022-11-23 17:32:09.465,1669221129465
2022-11-23 17:32:09.603,1669221129603
2022-11-23 17:32:09.611,1669221129611
2022-11-23 17:32:09.687,1669221129687
2022-11-23 17:32:09.786,1669221129786
2022-11-23 17:32:09.811,1669221129811
2022-11-23 17:32:09.977,1669221129977
2022-11-23 17:32:09.986,1669221129986
2022-11-23 17:32:10.085,1669221130085
2022-11-23 17:32:10.094,1669221130094
2022-11-23 17:32:10.208,1669221130208
2022-11-23 17:32:10.263,1669221130263
2022-11-23 17:32:10.403,1669221130403
2022-11-23 17:32:10.407,1669221130407
2022-11-23 17:32:10.536,1669221130536
2022-11-23 17:32:10.536,1669221130536
2022-11-23 17:32:10.66,1669221130660
2022-11-23 17:32:10.66,1669221130660
2022-11-23 17:32:10.772,1669221130772
2022-11-23 17:32:10.772,1669221130772
2022-11-23 17:32:10.894,1669221130894
2022-11-23 17:32:11.003,1669221131003
2022-11-23 17:32:11.007,1669221131007
2022-11-23 17:32:11.15,1669221131150
2022-11-23 17:32:11.265,1669221131265
2022-11-23 17:32:11.266,1669221131266
2022-11-23 17:32:11.377,1669221131377
2022-11-23 17:32:11.377,1669221131377
2022-11-23 17:32:11.577,1669221131577
2022-11-23 17:32:11.577,1669221131577
2022-11-23 17:32:11.637,1669221131637
2022-11-23 17:32:11.752,1669221131752
2022-11-23 17:32:11.752,1669221131752
2022-11-23 17:32:11.777,1669221131777
2022-11-23 17:32:11.891,1669221131891
2022-11-23 17:32:11.905,1669221131905
2022-11-23 17:32:12.092,1669221132092
2022-11-23 17:32:12.146,1669221132146
2022-11-23 17:32:12.146,1669221132146
2022-11-23 17:32:12.279,1669221132279
2022-11-23 17:32:12.283,1669221132283
2022-11-23 17:32:12.399,1669221132399
2022-11-23 17:32:12.533,1669221132533
2022-11-23 17:32:12.584,1669221132584
2022-11-23 17:32:12.721,1669221132721
2022-11-23 17:32:12.725,1669221132725
2022-11-23 17:32:12.841,1669221132841
2022-11-23 17:32:12.983,1669221132983
2022-11-23 17:32:12.983,1669221132983
2022-11-23 17:32:13.036,1669221133036
2022-11-23 17:32:13.139,1669221133139
2022-11-23 17:32:13.161,1669221133161
2022-11-23 17:32:13.283,1669221133283
2022-11-23 17:32:13.414,1669221133414
2022-11-23 17:32:13.467,1669221133467
2022-11-23 17:32:13.568,1669221133568
2022-11-23 17:32:13.597,1669221133597
2022-11-23 17:32:13.652,1669221133652
2022-11-23 17:32:13.785,1669221133785
2022-11-23 17:32:13.825,1669221133825
2022-11-23 17:32:13.91,1669221133910
2022-11-23 17:32:13.917,1669221133917
2022-11-23 17:32:14.048,1669221134048
2022-11-23 17:32:14.171,1669221134171
2022-11-23 17:32:14.174,1669221134174
2022-11-23 17:32:14.296,1669221134296
2022-11-23 17:32:14.3,1669221134300
2022-11-23 17:32:14.392,1669221134392
2022-11-23 17:32:14.504,1669221134504
2022-11-23 17:32:14.505,1669221134505
2022-11-23 17:32:14.611,1669221134611
2022-11-23 17:32:14.762,1669221134762
2022-11-23 17:32:14.762,1669221134762
2022-11-23 17:32:14.953,1669221134953
2022-11-23 17:32:14.96,1669221134960
2022-11-23 17:32:15.087,1669221135087
2022-11-23 17:32:15.092,1669221135092
2022-11-23 17:32:15.217,1669221135217
2022-11-23 17:32:15.218,1669221135218
2022-11-23 17:32:15.335,1669221135335
2022-11-23 17:32:15.403,1669221135403
2022-11-23 17:32:15.514,1669221135514
2022-11-23 17:32:15.526,1669221135526
2022-11-23 17:32:15.651,1669221135651
2022-11-23 17:32:15.703,1669221135703
2022-11-23 17:32:15.83,1669221135830
2022-11-23 17:32:15.835,1669221135835
2022-11-23 17:32:15.914,1669221135914
2022-11-23 17:32:16.016,1669221136016
2022-11-23 17:32:16.036,1669221136036
2022-11-23 17:32:16.128,1669221136128
2022-11-23 17:32:16.26,1669221136260
2022-11-23 17:32:16.264,1669221136264
2022-11-23 17:32:16.392,1669221136392
2022-11-23 17:32:16.444,1669221136444
2022-11-23 17:32:16.564,1669221136564
2022-11-23 17:32:16.569,1669221136569
2022-11-23 17:32:16.714,1669221136714
2022-11-23 17:32:16.826,1669221136826
2022-11-23 17:32:16.827,1669221136827
2022-11-23 17:32:16.891,1669221136891
2022-11-23 17:32:16.989,1669221136989
2022-11-23 17:32:17.021,1669221137021
2022-11-23 17:32:17.132,1669221137132
2022-11-23 17:32:17.239,1669221137239
2022-11-23 17:32:17.239,1669221137239
2022-11-23 17:32:17.347,1669221137347
2022-11-23 17:32:17.347,1669221137347
2022-11-23 17:32:17.452,1669221137452
2022-11-23 17:32:17.556,1669221137556
2022-11-23 17:32:17.559,1669221137559
2022-11-23 17:32:17.667,1669221137667
2022-11-23 17:32:17.755,1669221137755
2022-11-23 17:32:17.86,1669221137860
2022-11-23 17:32:17.864,1669221137864
2022-11-23 17:32:17.915,1669221137915
2022-11-23 17:32:18.049,1669221138049
2022-11-23 17:32:18.057,1669221138057
2022-11-23 17:32:18.146,1669221138146
2022-11-23 17:32:18.239,1669221138239
2022-11-23 17:32:18.337,1669221138337
2022-11-23 17:32:18.424,1669221138424
2022-11-23 17:32:18.522,1669221138522
2022-11-23 17:32:18.54,1669221138540
2022-11-23 17:32:18.639,1669221138639
2022-11-23 17:32:18.708,1669221138708
2022-11-23 17:32:18.912,1669221138912
2022-11-23 17:32:18.917,1669221138917
2022-11-23 17:32:18.985,1669221138985
2022-11-23 17:32:19.11,1669221139110
2022-11-23 17:32:19.125,1669221139125
2022-11-23 17:32:19.206,1669221139206
2022-11-23 17:32:19.305,1669221139305
2022-11-23 17:32:19.41,1669221139410
2022-11-23 17:32:19.411,1669221139411
2022-11-23 17:32:19.543,1669221139543
2022-11-23 17:32:19.543,1669221139543
2022-11-23 17:32:19.715,1669221139715
2022-11-23 17:32:19.78,1669221139780
2022-11-23 17:32:19.899,1669221139899
2022-11-23 17:32:19.936,1669221139936
2022-11-23 17:32:20.036,1669221140036
2022-11-23 17:32:20.036,1669221140036
2022-11-23 17:32:20.128,1669221140128
2022-11-23 17:32:20.128,1669221140128
2022-11-23 17:32:20.222,1669221140222
2022-11-23 17:32:20.321,1669221140321
2022-11-23 17:32:20.321,1669221140321
2022-11-23 17:32:20.413,1669221140413
2022-11-23 17:32:20.516,1669221140516
2022-11-23 17:32:20.582,1669221140582
2022-11-23 17:32:20.827,1669221140827
2022-11-23 17:32:20.833,1669221140833
2022-11-23 17:32:20.99,1669221140990
2022-11-23 17:32:20.99,1669221140990
2022-11-23 17:32:21.042,1669221141042
2022-11-23 17:32:21.139,1669221141139
2022-11-23 17:32:21.168,1669221141168
2022-11-23 17:32:21.247,1669221141247
2022-11-23 17:32:21.388,1669221141388
2022-11-23 17:32:21.494,1669221141494
2022-11-23 17:32:21.494,1669221141494
2022-11-23 17:32:21.589,1669221141589
2022-11-23 17:32:21.589,1669221141589
2022-11-23 17:32:21.633,1669221141633
2022-11-23 17:32:21.683,1669221141683
2022-11-23 17:32:21.781,1669221141781
2022-11-23 17:32:21.831,1669221141831
2022-11-23 17:32:21.927,1669221141927
2022-11-23 17:32:22.033,1669221142033
2022-11-23 17:32:22.154,1669221142154
2022-11-23 17:32:22.206,1669221142206
2022-11-23 17:32:22.296,1669221142296
2022-11-23 17:32:22.333,1669221142333
2022-11-23 17:32:22.407,1669221142407
2022-11-23 17:32:22.514,1669221142514
2022-11-23 17:32:22.627,1669221142627
2022-11-23 17:32:22.631,1669221142631
2022-11-23 17:32:22.74,1669221142740
2022-11-23 17:32:22.741,1669221142741
2022-11-23 17:32:22.829,1669221142829
2022-11-23 17:32:22.95,1669221142950
2022-11-23 17:32:26.696,1669221146696
2022-11-23 17:32:30.336,1669221150336
2022-11-23 17:32:30.336,1669221150336
2022-11-23 17:32:30.359,1669221150359
2022-11-23 17:32:30.36,1669221150360
2022-11-23 17:32:30.36,1669221150360
2022-11-23 17:32:30.36,1669221150360
2022-11-23 17:32:30.36,1669221150360
2022-11-23 17:32:30.36,1669221150360
2022-11-23 17:32:30.36,1669221150360
2022-11-23 17:32:30.36,1669221150360
2022-11-23 17:32:30.36,1669221150360
2022-11-23 17:32:30.414,1669221150414
2022-11-23 17:32:30.555,1669221150555
2022-11-23 17:32:30.555,1669221150555
2022-11-23 17:32:30.555,1669221150555
2022-11-23 17:32:30.555,1669221150555
2022-11-23 17:32:30.555,1669221150555
2022-11-23 17:32:30.579,1669221150579
2022-11-23 17:32:30.579,1669221150579
2022-11-23 17:32:30.579,1669221150579
2022-11-23 17:32:30.579,1669221150579
2022-11-23 17:32:30.579,1669221150579
2022-11-23 17:32:30.58,1669221150580
2022-11-23 17:32:30.583,1669221150583
2022-11-23 17:32:30.586,1669221150586
2022-11-23 17:32:30.586,1669221150586
2022-11-23 17:32:30.588,1669221150588
2022-11-23 17:32:30.588,1669221150588
2022-11-23 17:32:30.588,1669221150588
2022-11-23 17:32:30.588,1669221150588
2022-11-23 17:32:30.588,1669221150588
2022-11-23 17:32:30.59,1669221150590
2022-11-23 17:32:30.591,1669221150591
2022-11-23 17:32:30.591,1669221150591
2022-11-23 17:32:30.591,1669221150591
2022-11-23 17:32:30.591,1669221150591
2022-11-23 17:32:30.591,1669221150591
2022-11-23 17:32:30.591,1669221150591
2022-11-23 17:32:30.591,1669221150591
2022-11-23 17:32:30.591,1669221150591
2022-11-23 17:32:30.591,1669221150591
2022-11-23 17:32:30.593,1669221150593
2022-11-23 17:32:30.594,1669221150594
2022-11-23 17:32:30.594,1669221150594
2022-11-23 17:32:30.594,1669221150594
2022-11-23 17:32:30.594,1669221150594
2022-11-23 17:32:30.594,1669221150594
2022-11-23 17:32:30.594,1669221150594
2022-11-23 17:32:30.594,1669221150594
2022-11-23 17:32:30.594,1669221150594
2022-11-23 17:32:30.594,1669221150594
2022-11-23 17:32:30.594,1669221150594
2022-11-23 17:32:30.594,1669221150594
2022-11-23 17:32:30.594,1669221150594
2022-11-23 17:32:30.594,1669221150594
2022-11-23 17:32:30.594,1669221150594
2022-11-23 17:32:30.594,1669221150594
2022-11-23 17:32:30.594,1669221150594
2022-11-23 17:32:30.594,1669221150594
2022-11-23 17:32:30.594,1669221150594
2022-11-23 17:32:30.594,1669221150594
2022-11-23 17:32:30.594,1669221150594
2022-11-23 17:32:30.715,1669221150715
2022-11-23 17:32:30.715,1669221150715
2022-11-23 17:32:30.716,1669221150716
2022-11-23 17:32:30.716,1669221150716
2022-11-23 17:32:30.716,1669221150716
2022-11-23 17:32:30.716,1669221150716
2022-11-23 17:32:30.718,1669221150718
2022-11-23 17:32:30.719,1669221150719
2022-11-23 17:32:30.719,1669221150719
2022-11-23 17:32:30.719,1669221150719
2022-11-23 17:32:30.719,1669221150719
2022-11-23 17:32:30.719,1669221150719
2022-11-23 17:32:30.719,1669221150719
2022-11-23 17:32:30.719,1669221150719
2022-11-23 17:32:30.719,1669221150719
2022-11-23 17:32:30.719,1669221150719
2022-11-23 17:32:30.721,1669221150721
2022-11-23 17:32:30.846,1669221150846
2022-11-23 17:32:30.977,1669221150977
2022-11-23 17:32:30.978,1669221150978
2022-11-23 17:32:31.081,1669221151081
2022-11-23 17:32:31.081,1669221151081
2022-11-23 17:32:31.179,1669221151179
2022-11-23 17:32:31.189,1669221151189
2022-11-23 17:32:31.269,1669221151269
2022-11-23 17:32:31.369,1669221151369
2022-11-23 17:32:31.47,1669221151470
2022-11-23 17:32:31.572,1669221151572
2022-11-23 17:32:31.589,1669221151589
2022-11-23 17:32:31.674,1669221151674
